Sample_geo_ID	title	geo_accession	status	submission_date	last_update_date	type	channel_count	source_name_ch1	organism_ch1	characteristics_ch1	molecule_ch1	extract_protocol_ch1	extract_protocol_ch1.1	label_ch1	label_protocol_ch1	taxid_ch1	hyb_protocol	scan_protocol	description	data_processing	platform_id	contact_name	contact_department	contact_institute	contact_address	contact_city	contact_state	contact_zip/postal_code	contact_country	supplementary_file	data_row_count	tissue:ch1
GSM997635	Human ovarian surface epthelium - sample 2237	GSM997635	Public on Sep 11 2014	Sep 04 2012	Sep 11 2014	RNA	1	Microdissected ovarian surface epthelium	Homo sapiens	tissue: Microdissected ovarian surface epthelium	total RNA	Cancer specimens were obtained from the primary tumors of previously untreated ovarian cancer patients at the Brigham and Women’s Hospital (Boston, MA). Normal human ovarian surface epithelium (HOSE) specimens were obtained from the normal ovaries of patients at the time of surgery for benign indications. All specimens were collected under protocols approved by the institutional review boards of the institution.	Frozen sections were affixed onto FRAME slides (Leica, Wetzlar, Germany), fixed in 70% alcohol and stained by 1% methyl green. Air-dried tissue sections were then taken for microdissection using a MD LMD laser microdissecting microscope (Leica). Different types of tissues were dissected and harvested. Total RNA was isolated using the RNeasy Micro kit (Qiagen).	Biotin	RNA samples were amplified and labeled using the two-cycle amplification protocol (Affymetrix).	9606	For each sample, 15 microgram of amplified biotinylated RNA was hybridized to a Human U133 Plus 2.0 GeneChip array.	GeneChip Scanner 3000 (Affymetrix) was used for array scanning and data collection.	Gene expression data from microdissected ovarian surface epthelium	Microarray data analysis software, GeneSpring V.11.0.2 (Agilent Technologies Inc.) was used to perform the primary data analysis. RMA summerization algorithm was used and baseline transformation to median of all samples were performed.	GPL570	Tsz-Lun,,Yeung	Gynecologic Oncology and Reproductive Medicine	University of Texas MD Anderson Cancer Center	1515 Holcombe Blvd. Unit 1362	Houston	TX	77030	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM997nnn/GSM997635/suppl/GSM997635_HOSE2237.CEL.gz	54675	Microdissected ovarian surface epthelium
GSM997636	Tumor epthelial component - sample 317	GSM997636	Public on Sep 11 2014	Sep 04 2012	Sep 11 2014	RNA	1	Microdissected ovarian tumor epthelial component	Homo sapiens	tissue: Microdissected ovarian tumor epthelial component	total RNA	Cancer specimens were obtained from the primary tumors of previously untreated ovarian cancer patients at the Brigham and Women’s Hospital (Boston, MA). Normal human ovarian surface epithelium (HOSE) specimens were obtained from the normal ovaries of patients at the time of surgery for benign indications. All specimens were collected under protocols approved by the institutional review boards of the institution.	Frozen sections were affixed onto FRAME slides (Leica, Wetzlar, Germany), fixed in 70% alcohol and stained by 1% methyl green. Air-dried tissue sections were then taken for microdissection using a MD LMD laser microdissecting microscope (Leica). Different types of tissues were dissected and harvested. Total RNA was isolated using the RNeasy Micro kit (Qiagen).	Biotin	RNA samples were amplified and labeled using the two-cycle amplification protocol (Affymetrix).	9606	For each sample, 15 microgram of amplified biotinylated RNA was hybridized to a Human U133 Plus 2.0 GeneChip array.	GeneChip Scanner 3000 (Affymetrix) was used for array scanning and data collection.	Gene expression data from microdissected ovarian tumor epthelial component	Microarray data analysis software, GeneSpring V.11.0.2 (Agilent Technologies Inc.) was used to perform the primary data analysis. RMA summerization algorithm was used and baseline transformation to median of all samples were performed.	GPL570	Tsz-Lun,,Yeung	Gynecologic Oncology and Reproductive Medicine	University of Texas MD Anderson Cancer Center	1515 Holcombe Blvd. Unit 1362	Houston	TX	77030	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM997nnn/GSM997636/suppl/GSM997636_317T.CEL.gz	54675	Microdissected ovarian tumor epthelial component
GSM997637	Tumor epthelial component - sample 321	GSM997637	Public on Sep 11 2014	Sep 04 2012	Sep 11 2014	RNA	1	Microdissected ovarian tumor epthelial component	Homo sapiens	tissue: Microdissected ovarian tumor epthelial component	total RNA	Cancer specimens were obtained from the primary tumors of previously untreated ovarian cancer patients at the Brigham and Women’s Hospital (Boston, MA). Normal human ovarian surface epithelium (HOSE) specimens were obtained from the normal ovaries of patients at the time of surgery for benign indications. All specimens were collected under protocols approved by the institutional review boards of the institution.	Frozen sections were affixed onto FRAME slides (Leica, Wetzlar, Germany), fixed in 70% alcohol and stained by 1% methyl green. Air-dried tissue sections were then taken for microdissection using a MD LMD laser microdissecting microscope (Leica). Different types of tissues were dissected and harvested. Total RNA was isolated using the RNeasy Micro kit (Qiagen).	Biotin	RNA samples were amplified and labeled using the two-cycle amplification protocol (Affymetrix).	9606	For each sample, 15 microgram of amplified biotinylated RNA was hybridized to a Human U133 Plus 2.0 GeneChip array.	GeneChip Scanner 3000 (Affymetrix) was used for array scanning and data collection.	Gene expression data from microdissected ovarian tumor epthelial component	Microarray data analysis software, GeneSpring V.11.0.2 (Agilent Technologies Inc.) was used to perform the primary data analysis. RMA summerization algorithm was used and baseline transformation to median of all samples were performed.	GPL570	Tsz-Lun,,Yeung	Gynecologic Oncology and Reproductive Medicine	University of Texas MD Anderson Cancer Center	1515 Holcombe Blvd. Unit 1362	Houston	TX	77030	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM997nnn/GSM997637/suppl/GSM997637_321T.CEL.gz	54675	Microdissected ovarian tumor epthelial component
GSM997638	Tumor epthelial component - sample 324	GSM997638	Public on Sep 11 2014	Sep 04 2012	Sep 11 2014	RNA	1	Microdissected ovarian tumor epthelial component	Homo sapiens	tissue: Microdissected ovarian tumor epthelial component	total RNA	Cancer specimens were obtained from the primary tumors of previously untreated ovarian cancer patients at the Brigham and Women’s Hospital (Boston, MA). Normal human ovarian surface epithelium (HOSE) specimens were obtained from the normal ovaries of patients at the time of surgery for benign indications. All specimens were collected under protocols approved by the institutional review boards of the institution.	Frozen sections were affixed onto FRAME slides (Leica, Wetzlar, Germany), fixed in 70% alcohol and stained by 1% methyl green. Air-dried tissue sections were then taken for microdissection using a MD LMD laser microdissecting microscope (Leica). Different types of tissues were dissected and harvested. Total RNA was isolated using the RNeasy Micro kit (Qiagen).	Biotin	RNA samples were amplified and labeled using the two-cycle amplification protocol (Affymetrix).	9606	For each sample, 15 microgram of amplified biotinylated RNA was hybridized to a Human U133 Plus 2.0 GeneChip array.	GeneChip Scanner 3000 (Affymetrix) was used for array scanning and data collection.	Gene expression data from microdissected ovarian tumor epthelial component	Microarray data analysis software, GeneSpring V.11.0.2 (Agilent Technologies Inc.) was used to perform the primary data analysis. RMA summerization algorithm was used and baseline transformation to median of all samples were performed.	GPL570	Tsz-Lun,,Yeung	Gynecologic Oncology and Reproductive Medicine	University of Texas MD Anderson Cancer Center	1515 Holcombe Blvd. Unit 1362	Houston	TX	77030	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM997nnn/GSM997638/suppl/GSM997638_324T.CEL.gz	54675	Microdissected ovarian tumor epthelial component
GSM997639	Tumor epthelial component - sample 326	GSM997639	Public on Sep 11 2014	Sep 04 2012	Sep 11 2014	RNA	1	Microdissected ovarian tumor epthelial component	Homo sapiens	tissue: Microdissected ovarian tumor epthelial component	total RNA	Cancer specimens were obtained from the primary tumors of previously untreated ovarian cancer patients at the Brigham and Women’s Hospital (Boston, MA). Normal human ovarian surface epithelium (HOSE) specimens were obtained from the normal ovaries of patients at the time of surgery for benign indications. All specimens were collected under protocols approved by the institutional review boards of the institution.	Frozen sections were affixed onto FRAME slides (Leica, Wetzlar, Germany), fixed in 70% alcohol and stained by 1% methyl green. Air-dried tissue sections were then taken for microdissection using a MD LMD laser microdissecting microscope (Leica). Different types of tissues were dissected and harvested. Total RNA was isolated using the RNeasy Micro kit (Qiagen).	Biotin	RNA samples were amplified and labeled using the two-cycle amplification protocol (Affymetrix).	9606	For each sample, 15 microgram of amplified biotinylated RNA was hybridized to a Human U133 Plus 2.0 GeneChip array.	GeneChip Scanner 3000 (Affymetrix) was used for array scanning and data collection.	Gene expression data from microdissected ovarian tumor epthelial component	Microarray data analysis software, GeneSpring V.11.0.2 (Agilent Technologies Inc.) was used to perform the primary data analysis. RMA summerization algorithm was used and baseline transformation to median of all samples were performed.	GPL570	Tsz-Lun,,Yeung	Gynecologic Oncology and Reproductive Medicine	University of Texas MD Anderson Cancer Center	1515 Holcombe Blvd. Unit 1362	Houston	TX	77030	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM997nnn/GSM997639/suppl/GSM997639_326T.CEL.gz	54675	Microdissected ovarian tumor epthelial component
GSM997640	Tumor epthelial component - sample 332	GSM997640	Public on Sep 11 2014	Sep 04 2012	Sep 11 2014	RNA	1	Microdissected ovarian tumor epthelial component	Homo sapiens	tissue: Microdissected ovarian tumor epthelial component	total RNA	Cancer specimens were obtained from the primary tumors of previously untreated ovarian cancer patients at the Brigham and Women’s Hospital (Boston, MA). Normal human ovarian surface epithelium (HOSE) specimens were obtained from the normal ovaries of patients at the time of surgery for benign indications. All specimens were collected under protocols approved by the institutional review boards of the institution.	Frozen sections were affixed onto FRAME slides (Leica, Wetzlar, Germany), fixed in 70% alcohol and stained by 1% methyl green. Air-dried tissue sections were then taken for microdissection using a MD LMD laser microdissecting microscope (Leica). Different types of tissues were dissected and harvested. Total RNA was isolated using the RNeasy Micro kit (Qiagen).	Biotin	RNA samples were amplified and labeled using the two-cycle amplification protocol (Affymetrix).	9606	For each sample, 15 microgram of amplified biotinylated RNA was hybridized to a Human U133 Plus 2.0 GeneChip array.	GeneChip Scanner 3000 (Affymetrix) was used for array scanning and data collection.	Gene expression data from microdissected ovarian tumor epthelial component	Microarray data analysis software, GeneSpring V.11.0.2 (Agilent Technologies Inc.) was used to perform the primary data analysis. RMA summerization algorithm was used and baseline transformation to median of all samples were performed.	GPL570	Tsz-Lun,,Yeung	Gynecologic Oncology and Reproductive Medicine	University of Texas MD Anderson Cancer Center	1515 Holcombe Blvd. Unit 1362	Houston	TX	77030	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM997nnn/GSM997640/suppl/GSM997640_332T.CEL.gz	54675	Microdissected ovarian tumor epthelial component
GSM997641	Tumor epthelial component - sample 349	GSM997641	Public on Sep 11 2014	Sep 04 2012	Sep 11 2014	RNA	1	Microdissected ovarian tumor epthelial component	Homo sapiens	tissue: Microdissected ovarian tumor epthelial component	total RNA	Cancer specimens were obtained from the primary tumors of previously untreated ovarian cancer patients at the Brigham and Women’s Hospital (Boston, MA). Normal human ovarian surface epithelium (HOSE) specimens were obtained from the normal ovaries of patients at the time of surgery for benign indications. All specimens were collected under protocols approved by the institutional review boards of the institution.	Frozen sections were affixed onto FRAME slides (Leica, Wetzlar, Germany), fixed in 70% alcohol and stained by 1% methyl green. Air-dried tissue sections were then taken for microdissection using a MD LMD laser microdissecting microscope (Leica). Different types of tissues were dissected and harvested. Total RNA was isolated using the RNeasy Micro kit (Qiagen).	Biotin	RNA samples were amplified and labeled using the two-cycle amplification protocol (Affymetrix).	9606	For each sample, 15 microgram of amplified biotinylated RNA was hybridized to a Human U133 Plus 2.0 GeneChip array.	GeneChip Scanner 3000 (Affymetrix) was used for array scanning and data collection.	Gene expression data from microdissected ovarian tumor epthelial component	Microarray data analysis software, GeneSpring V.11.0.2 (Agilent Technologies Inc.) was used to perform the primary data analysis. RMA summerization algorithm was used and baseline transformation to median of all samples were performed.	GPL570	Tsz-Lun,,Yeung	Gynecologic Oncology and Reproductive Medicine	University of Texas MD Anderson Cancer Center	1515 Holcombe Blvd. Unit 1362	Houston	TX	77030	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM997nnn/GSM997641/suppl/GSM997641_349T.CEL.gz	54675	Microdissected ovarian tumor epthelial component
GSM997642	Tumor epthelial component - sample 351	GSM997642	Public on Sep 11 2014	Sep 04 2012	Sep 11 2014	RNA	1	Microdissected ovarian tumor epthelial component	Homo sapiens	tissue: Microdissected ovarian tumor epthelial component	total RNA	Cancer specimens were obtained from the primary tumors of previously untreated ovarian cancer patients at the Brigham and Women’s Hospital (Boston, MA). Normal human ovarian surface epithelium (HOSE) specimens were obtained from the normal ovaries of patients at the time of surgery for benign indications. All specimens were collected under protocols approved by the institutional review boards of the institution.	Frozen sections were affixed onto FRAME slides (Leica, Wetzlar, Germany), fixed in 70% alcohol and stained by 1% methyl green. Air-dried tissue sections were then taken for microdissection using a MD LMD laser microdissecting microscope (Leica). Different types of tissues were dissected and harvested. Total RNA was isolated using the RNeasy Micro kit (Qiagen).	Biotin	RNA samples were amplified and labeled using the two-cycle amplification protocol (Affymetrix).	9606	For each sample, 15 microgram of amplified biotinylated RNA was hybridized to a Human U133 Plus 2.0 GeneChip array.	GeneChip Scanner 3000 (Affymetrix) was used for array scanning and data collection.	Gene expression data from microdissected ovarian tumor epthelial component	Microarray data analysis software, GeneSpring V.11.0.2 (Agilent Technologies Inc.) was used to perform the primary data analysis. RMA summerization algorithm was used and baseline transformation to median of all samples were performed.	GPL570	Tsz-Lun,,Yeung	Gynecologic Oncology and Reproductive Medicine	University of Texas MD Anderson Cancer Center	1515 Holcombe Blvd. Unit 1362	Houston	TX	77030	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM997nnn/GSM997642/suppl/GSM997642_351T.CEL.gz	54675	Microdissected ovarian tumor epthelial component
GSM997643	Tumor epthelial component - sample 377	GSM997643	Public on Sep 11 2014	Sep 04 2012	Sep 11 2014	RNA	1	Microdissected ovarian tumor epthelial component	Homo sapiens	tissue: Microdissected ovarian tumor epthelial component	total RNA	Cancer specimens were obtained from the primary tumors of previously untreated ovarian cancer patients at the Brigham and Women’s Hospital (Boston, MA). Normal human ovarian surface epithelium (HOSE) specimens were obtained from the normal ovaries of patients at the time of surgery for benign indications. All specimens were collected under protocols approved by the institutional review boards of the institution.	Frozen sections were affixed onto FRAME slides (Leica, Wetzlar, Germany), fixed in 70% alcohol and stained by 1% methyl green. Air-dried tissue sections were then taken for microdissection using a MD LMD laser microdissecting microscope (Leica). Different types of tissues were dissected and harvested. Total RNA was isolated using the RNeasy Micro kit (Qiagen).	Biotin	RNA samples were amplified and labeled using the two-cycle amplification protocol (Affymetrix).	9606	For each sample, 15 microgram of amplified biotinylated RNA was hybridized to a Human U133 Plus 2.0 GeneChip array.	GeneChip Scanner 3000 (Affymetrix) was used for array scanning and data collection.	Gene expression data from microdissected ovarian tumor epthelial component	Microarray data analysis software, GeneSpring V.11.0.2 (Agilent Technologies Inc.) was used to perform the primary data analysis. RMA summerization algorithm was used and baseline transformation to median of all samples were performed.	GPL570	Tsz-Lun,,Yeung	Gynecologic Oncology and Reproductive Medicine	University of Texas MD Anderson Cancer Center	1515 Holcombe Blvd. Unit 1362	Houston	TX	77030	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM997nnn/GSM997643/suppl/GSM997643_377T.CEL.gz	54675	Microdissected ovarian tumor epthelial component
GSM997644	Tumor epthelial component - sample 380	GSM997644	Public on Sep 11 2014	Sep 04 2012	Sep 11 2014	RNA	1	Microdissected ovarian tumor epthelial component	Homo sapiens	tissue: Microdissected ovarian tumor epthelial component	total RNA	Cancer specimens were obtained from the primary tumors of previously untreated ovarian cancer patients at the Brigham and Women’s Hospital (Boston, MA). Normal human ovarian surface epithelium (HOSE) specimens were obtained from the normal ovaries of patients at the time of surgery for benign indications. All specimens were collected under protocols approved by the institutional review boards of the institution.	Frozen sections were affixed onto FRAME slides (Leica, Wetzlar, Germany), fixed in 70% alcohol and stained by 1% methyl green. Air-dried tissue sections were then taken for microdissection using a MD LMD laser microdissecting microscope (Leica). Different types of tissues were dissected and harvested. Total RNA was isolated using the RNeasy Micro kit (Qiagen).	Biotin	RNA samples were amplified and labeled using the two-cycle amplification protocol (Affymetrix).	9606	For each sample, 15 microgram of amplified biotinylated RNA was hybridized to a Human U133 Plus 2.0 GeneChip array.	GeneChip Scanner 3000 (Affymetrix) was used for array scanning and data collection.	Gene expression data from microdissected ovarian tumor epthelial component	Microarray data analysis software, GeneSpring V.11.0.2 (Agilent Technologies Inc.) was used to perform the primary data analysis. RMA summerization algorithm was used and baseline transformation to median of all samples were performed.	GPL570	Tsz-Lun,,Yeung	Gynecologic Oncology and Reproductive Medicine	University of Texas MD Anderson Cancer Center	1515 Holcombe Blvd. Unit 1362	Houston	TX	77030	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM997nnn/GSM997644/suppl/GSM997644_380T.CEL.gz	54675	Microdissected ovarian tumor epthelial component
GSM997645	Tumor epthelial component - sample 386	GSM997645	Public on Sep 11 2014	Sep 04 2012	Sep 11 2014	RNA	1	Microdissected ovarian tumor epthelial component	Homo sapiens	tissue: Microdissected ovarian tumor epthelial component	total RNA	Cancer specimens were obtained from the primary tumors of previously untreated ovarian cancer patients at the Brigham and Women’s Hospital (Boston, MA). Normal human ovarian surface epithelium (HOSE) specimens were obtained from the normal ovaries of patients at the time of surgery for benign indications. All specimens were collected under protocols approved by the institutional review boards of the institution.	Frozen sections were affixed onto FRAME slides (Leica, Wetzlar, Germany), fixed in 70% alcohol and stained by 1% methyl green. Air-dried tissue sections were then taken for microdissection using a MD LMD laser microdissecting microscope (Leica). Different types of tissues were dissected and harvested. Total RNA was isolated using the RNeasy Micro kit (Qiagen).	Biotin	RNA samples were amplified and labeled using the two-cycle amplification protocol (Affymetrix).	9606	For each sample, 15 microgram of amplified biotinylated RNA was hybridized to a Human U133 Plus 2.0 GeneChip array.	GeneChip Scanner 3000 (Affymetrix) was used for array scanning and data collection.	Gene expression data from microdissected ovarian tumor epthelial component	Microarray data analysis software, GeneSpring V.11.0.2 (Agilent Technologies Inc.) was used to perform the primary data analysis. RMA summerization algorithm was used and baseline transformation to median of all samples were performed.	GPL570	Tsz-Lun,,Yeung	Gynecologic Oncology and Reproductive Medicine	University of Texas MD Anderson Cancer Center	1515 Holcombe Blvd. Unit 1362	Houston	TX	77030	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM997nnn/GSM997645/suppl/GSM997645_386T.CEL.gz	54675	Microdissected ovarian tumor epthelial component
GSM997646	Tumor epthelial component - sample 388	GSM997646	Public on Sep 11 2014	Sep 04 2012	Sep 11 2014	RNA	1	Microdissected ovarian tumor epthelial component	Homo sapiens	tissue: Microdissected ovarian tumor epthelial component	total RNA	Cancer specimens were obtained from the primary tumors of previously untreated ovarian cancer patients at the Brigham and Women’s Hospital (Boston, MA). Normal human ovarian surface epithelium (HOSE) specimens were obtained from the normal ovaries of patients at the time of surgery for benign indications. All specimens were collected under protocols approved by the institutional review boards of the institution.	Frozen sections were affixed onto FRAME slides (Leica, Wetzlar, Germany), fixed in 70% alcohol and stained by 1% methyl green. Air-dried tissue sections were then taken for microdissection using a MD LMD laser microdissecting microscope (Leica). Different types of tissues were dissected and harvested. Total RNA was isolated using the RNeasy Micro kit (Qiagen).	Biotin	RNA samples were amplified and labeled using the two-cycle amplification protocol (Affymetrix).	9606	For each sample, 15 microgram of amplified biotinylated RNA was hybridized to a Human U133 Plus 2.0 GeneChip array.	GeneChip Scanner 3000 (Affymetrix) was used for array scanning and data collection.	Gene expression data from microdissected ovarian tumor epthelial component	Microarray data analysis software, GeneSpring V.11.0.2 (Agilent Technologies Inc.) was used to perform the primary data analysis. RMA summerization algorithm was used and baseline transformation to median of all samples were performed.	GPL570	Tsz-Lun,,Yeung	Gynecologic Oncology and Reproductive Medicine	University of Texas MD Anderson Cancer Center	1515 Holcombe Blvd. Unit 1362	Houston	TX	77030	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM997nnn/GSM997646/suppl/GSM997646_388T.CEL.gz	54675	Microdissected ovarian tumor epthelial component
GSM997647	Tumor epthelial component - sample 389	GSM997647	Public on Sep 11 2014	Sep 04 2012	Sep 11 2014	RNA	1	Microdissected ovarian tumor epthelial component	Homo sapiens	tissue: Microdissected ovarian tumor epthelial component	total RNA	Cancer specimens were obtained from the primary tumors of previously untreated ovarian cancer patients at the Brigham and Women’s Hospital (Boston, MA). Normal human ovarian surface epithelium (HOSE) specimens were obtained from the normal ovaries of patients at the time of surgery for benign indications. All specimens were collected under protocols approved by the institutional review boards of the institution.	Frozen sections were affixed onto FRAME slides (Leica, Wetzlar, Germany), fixed in 70% alcohol and stained by 1% methyl green. Air-dried tissue sections were then taken for microdissection using a MD LMD laser microdissecting microscope (Leica). Different types of tissues were dissected and harvested. Total RNA was isolated using the RNeasy Micro kit (Qiagen).	Biotin	RNA samples were amplified and labeled using the two-cycle amplification protocol (Affymetrix).	9606	For each sample, 15 microgram of amplified biotinylated RNA was hybridized to a Human U133 Plus 2.0 GeneChip array.	GeneChip Scanner 3000 (Affymetrix) was used for array scanning and data collection.	Gene expression data from microdissected ovarian tumor epthelial component	Microarray data analysis software, GeneSpring V.11.0.2 (Agilent Technologies Inc.) was used to perform the primary data analysis. RMA summerization algorithm was used and baseline transformation to median of all samples were performed.	GPL570	Tsz-Lun,,Yeung	Gynecologic Oncology and Reproductive Medicine	University of Texas MD Anderson Cancer Center	1515 Holcombe Blvd. Unit 1362	Houston	TX	77030	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM997nnn/GSM997647/suppl/GSM997647_389T.CEL.gz	54675	Microdissected ovarian tumor epthelial component
GSM997648	Tumor epthelial component - sample 393	GSM997648	Public on Sep 11 2014	Sep 04 2012	Sep 11 2014	RNA	1	Microdissected ovarian tumor epthelial component	Homo sapiens	tissue: Microdissected ovarian tumor epthelial component	total RNA	Cancer specimens were obtained from the primary tumors of previously untreated ovarian cancer patients at the Brigham and Women’s Hospital (Boston, MA). Normal human ovarian surface epithelium (HOSE) specimens were obtained from the normal ovaries of patients at the time of surgery for benign indications. All specimens were collected under protocols approved by the institutional review boards of the institution.	Frozen sections were affixed onto FRAME slides (Leica, Wetzlar, Germany), fixed in 70% alcohol and stained by 1% methyl green. Air-dried tissue sections were then taken for microdissection using a MD LMD laser microdissecting microscope (Leica). Different types of tissues were dissected and harvested. Total RNA was isolated using the RNeasy Micro kit (Qiagen).	Biotin	RNA samples were amplified and labeled using the two-cycle amplification protocol (Affymetrix).	9606	For each sample, 15 microgram of amplified biotinylated RNA was hybridized to a Human U133 Plus 2.0 GeneChip array.	GeneChip Scanner 3000 (Affymetrix) was used for array scanning and data collection.	Gene expression data from microdissected ovarian tumor epthelial component	Microarray data analysis software, GeneSpring V.11.0.2 (Agilent Technologies Inc.) was used to perform the primary data analysis. RMA summerization algorithm was used and baseline transformation to median of all samples were performed.	GPL570	Tsz-Lun,,Yeung	Gynecologic Oncology and Reproductive Medicine	University of Texas MD Anderson Cancer Center	1515 Holcombe Blvd. Unit 1362	Houston	TX	77030	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM997nnn/GSM997648/suppl/GSM997648_393T.CEL.gz	54675	Microdissected ovarian tumor epthelial component
GSM997649	Tumor epthelial component - sample 394	GSM997649	Public on Sep 11 2014	Sep 04 2012	Sep 11 2014	RNA	1	Microdissected ovarian tumor epthelial component	Homo sapiens	tissue: Microdissected ovarian tumor epthelial component	total RNA	Cancer specimens were obtained from the primary tumors of previously untreated ovarian cancer patients at the Brigham and Women’s Hospital (Boston, MA). Normal human ovarian surface epithelium (HOSE) specimens were obtained from the normal ovaries of patients at the time of surgery for benign indications. All specimens were collected under protocols approved by the institutional review boards of the institution.	Frozen sections were affixed onto FRAME slides (Leica, Wetzlar, Germany), fixed in 70% alcohol and stained by 1% methyl green. Air-dried tissue sections were then taken for microdissection using a MD LMD laser microdissecting microscope (Leica). Different types of tissues were dissected and harvested. Total RNA was isolated using the RNeasy Micro kit (Qiagen).	Biotin	RNA samples were amplified and labeled using the two-cycle amplification protocol (Affymetrix).	9606	For each sample, 15 microgram of amplified biotinylated RNA was hybridized to a Human U133 Plus 2.0 GeneChip array.	GeneChip Scanner 3000 (Affymetrix) was used for array scanning and data collection.	Gene expression data from microdissected ovarian tumor epthelial component	Microarray data analysis software, GeneSpring V.11.0.2 (Agilent Technologies Inc.) was used to perform the primary data analysis. RMA summerization algorithm was used and baseline transformation to median of all samples were performed.	GPL570	Tsz-Lun,,Yeung	Gynecologic Oncology and Reproductive Medicine	University of Texas MD Anderson Cancer Center	1515 Holcombe Blvd. Unit 1362	Houston	TX	77030	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM997nnn/GSM997649/suppl/GSM997649_394T.CEL.gz	54675	Microdissected ovarian tumor epthelial component
GSM997650	Tumor epthelial component - sample 396	GSM997650	Public on Sep 11 2014	Sep 04 2012	Sep 11 2014	RNA	1	Microdissected ovarian tumor epthelial component	Homo sapiens	tissue: Microdissected ovarian tumor epthelial component	total RNA	Cancer specimens were obtained from the primary tumors of previously untreated ovarian cancer patients at the Brigham and Women’s Hospital (Boston, MA). Normal human ovarian surface epithelium (HOSE) specimens were obtained from the normal ovaries of patients at the time of surgery for benign indications. All specimens were collected under protocols approved by the institutional review boards of the institution.	Frozen sections were affixed onto FRAME slides (Leica, Wetzlar, Germany), fixed in 70% alcohol and stained by 1% methyl green. Air-dried tissue sections were then taken for microdissection using a MD LMD laser microdissecting microscope (Leica). Different types of tissues were dissected and harvested. Total RNA was isolated using the RNeasy Micro kit (Qiagen).	Biotin	RNA samples were amplified and labeled using the two-cycle amplification protocol (Affymetrix).	9606	For each sample, 15 microgram of amplified biotinylated RNA was hybridized to a Human U133 Plus 2.0 GeneChip array.	GeneChip Scanner 3000 (Affymetrix) was used for array scanning and data collection.	Gene expression data from microdissected ovarian tumor epthelial component	Microarray data analysis software, GeneSpring V.11.0.2 (Agilent Technologies Inc.) was used to perform the primary data analysis. RMA summerization algorithm was used and baseline transformation to median of all samples were performed.	GPL570	Tsz-Lun,,Yeung	Gynecologic Oncology and Reproductive Medicine	University of Texas MD Anderson Cancer Center	1515 Holcombe Blvd. Unit 1362	Houston	TX	77030	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM997nnn/GSM997650/suppl/GSM997650_396T.CEL.gz	54675	Microdissected ovarian tumor epthelial component
GSM997651	Tumor epthelial component - sample 402	GSM997651	Public on Sep 11 2014	Sep 04 2012	Sep 11 2014	RNA	1	Microdissected ovarian tumor epthelial component	Homo sapiens	tissue: Microdissected ovarian tumor epthelial component	total RNA	Cancer specimens were obtained from the primary tumors of previously untreated ovarian cancer patients at the Brigham and Women’s Hospital (Boston, MA). Normal human ovarian surface epithelium (HOSE) specimens were obtained from the normal ovaries of patients at the time of surgery for benign indications. All specimens were collected under protocols approved by the institutional review boards of the institution.	Frozen sections were affixed onto FRAME slides (Leica, Wetzlar, Germany), fixed in 70% alcohol and stained by 1% methyl green. Air-dried tissue sections were then taken for microdissection using a MD LMD laser microdissecting microscope (Leica). Different types of tissues were dissected and harvested. Total RNA was isolated using the RNeasy Micro kit (Qiagen).	Biotin	RNA samples were amplified and labeled using the two-cycle amplification protocol (Affymetrix).	9606	For each sample, 15 microgram of amplified biotinylated RNA was hybridized to a Human U133 Plus 2.0 GeneChip array.	GeneChip Scanner 3000 (Affymetrix) was used for array scanning and data collection.	Gene expression data from microdissected ovarian tumor epthelial component	Microarray data analysis software, GeneSpring V.11.0.2 (Agilent Technologies Inc.) was used to perform the primary data analysis. RMA summerization algorithm was used and baseline transformation to median of all samples were performed.	GPL570	Tsz-Lun,,Yeung	Gynecologic Oncology and Reproductive Medicine	University of Texas MD Anderson Cancer Center	1515 Holcombe Blvd. Unit 1362	Houston	TX	77030	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM997nnn/GSM997651/suppl/GSM997651_402T.CEL.gz	54675	Microdissected ovarian tumor epthelial component
