"MSP"	"SRS2821229"	"SRS2821227"	"SRS2821226"	"SRS2821225"	"SRS2821224"	"SRS2821223"	"SRS2821222"	"SRS2821221"	"SRS2821218"	"SRS2821217"	"SRS2821215"	"SRS2821213"	"SRS2821212"	"SRS2821210"	"SRS2821207"	"SRS2821206"	"SRS2821205"	"SRS2821204"	"SRS2821020"	"SRS2821017"	"SRS2821016"	"SRS2821015"	"SRS2821014"	"SRS2821012"	"SRS2821011"	"SRS2821010"	"SRS2821009"	"SRS2821008"	"SRS2821007"	"SRS2821005"	"SRS2821004"	"SRS2821003"	"SRS2821002"	"SRS2821001"	"SRS2820998"	"SRS2820997"	"SRS2820996"	"SRS2820994"	"SRS2820993"	"SRS2820991"	"SRS2820990"	"SRS2820986"	"SRS2820985"	"SRS2820979"	"SRS2820976"	"SRS2820975"	"SRS2820974"	"SRS2820972"	"SRS2820971"	"SRS2820967"	"SRS2820965"	"SRS2820964"	"SRS2820963"	"SRS2820962"	"SRS2820960"	"SRS2820959"	"SRS2820958"	"SRS2820957"	"SRS2820956"	"SRS2820953"	"SRS2820952"	"SRS2820951"	"SRS2820950"	"SRS2820949"	"SRS2820947"	"SRS2820946"	"SRS2820943"	"SRS2820942"	"SRS2820941"	"SRS2820940"	"SRS2820939"	"SRS2820937"	"SRS2820936"	"SRS2820935"	"SRS2820933"	"SRS2820932"	"SRS2820929"	"SRS2820928"	"SRS2820926"	"SRS2820924"	"SRS2820923"	"SRS2820922"	"SRS2820918"	"SRS2820917"	"SRS2820914"	"SRS2820910"	"SRS2820909"	"SRS2820905"	"SRS2820904"	"SRS2820902"	"SRS2820901"	"SRS2820898"	"SRS2820897"	"SRS2820896"	"SRS2820895"	"SRS2820894"	"SRS2816074"	"SRS2816073"	"SRS2816072"	"SRS2816071"	"SRS2816070"	"SRS2816069"	"SRS2816066"	"SRS2816065"	"SRS2816063"	"SRS2816062"	"SRS2816052"	"SRS2816048"	"SRS2816045"	"SRS2816044"	"SRS2815679"	"SRS2815678"	"SRS2815677"	"SRS2815673"	"SRS2815672"
"msp_0542"	0	0	182	0	0	0	0	31	0	71	94	0	0	395	0	0	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	219	0	0	0	7	0	0	0	228	0	284	0	0	0	0	55	0	0	0	0	0	0	149	0	0	0	0	0	80	0	209	83	188	0	0	0	0	210	0	238	0	114	41	32	0	0	0	0	84	19	565	0	144	0	259	23	0	0	370	0	988	1416	0	0	20	0	46	0	588	66	0	0	0	0	779	0	0	0	98
"msp_0545"	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	0	0	0	0	0	0	228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_0546"	15	0	392	25	14	1117	0	0	975	1041	0	1908	0	12	3504	0	29124	0	7	0	9	421	0	0	0	0	712	0	0	0	886	110	378	0	325	0	0	1150	0	1570	0	0	21	16	0	7281	5035	32	0	0	8	5984	0	0	13	0	3063	0	9168	67	0	0	0	231	0	0	0	0	0	0	0	0	0	6138	0	0	995	0	0	0	1104	0	0	6809	9	2057	0	0	0	687	0	51	0	0	0	0	0	0	0	569	0	0	3266	0	0	1957	0	32050	0	5095	0	131	0	0	3594
"msp_0547"	0	0	0	0	0	0	0	0	0	0	0	2689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	751	0	0	112	0	0	0	0	0	1605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	772	0	0	0	0	0	0	0	0	0	1897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	681	0	0
"msp_0551"	0	233	80	1387	152	10	424	0	0	12	545	395	217	2362	40	184	0	0	335	0	0	395	0	0	124	439	229	0	0	0	0	0	99	0	0	0	0	0	0	0	652	0	18	0	0	0	33	63	0	0	906	0	0	0	0	0	158	0	360	0	605	90	164	153	0	7	10	2443	0	0	1149	297	0	100	0	188	0	0	1646	193	36	547	0	0	619	9	0	0	92	67	0	0	62	8	264	0	189	43	35	0	0	0	10	8	65	0	615	9	0	0	383	0	0	0	0
"msp_0552"	0	0	0	0	0	0	0	0	0	0	0	0	0	105	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_0553"	0	0	77	0	0	54	0	0	0	216	0	23	0	93	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	20	0	0	47	30	153	0	0	0	0	0	0	0	0	0	0	16	0	0	0	1298	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	9	0	13	0	0	0	0	0	0	522	0	0	0	67	0	0	29	0	0	0	0	49	0	0	0	0	0	0	0	248	0	0	0	0	0	0	0	0	0
"msp_0554"	0	0	0	0	0	0	0	0	0	684	0	12	0	0	0	58	0	0	13	9980	21	0	0	0	0	0	6	12	0	0	0	12	18	11	0	0	0	14	876	0	0	0	0	0	0	0	0	7	0	7	336	9	0	0	10	0	7	0	0	0	0	0	0	0	0	8	0	0	0	0	8	0	0	0	0	0	0	405	0	0	0	0	0	226	0	0	0	0	0	827	0	10	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
"msp_0555"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1285	0	0	0	0	0	0	0	0	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24384	0	0	0	0	0	0	0	0	0	0	0	0
"msp_0558"	0	0	754	0	3095	167	21	144	193	21	0	42	0	0	0	0	244	73	0	0	0	199	0	0	178	0	65	0	0	0	0	196	1349	948	48	0	0	24	0	0	0	0	0	107	0	178	33	0	0	0	0	11	0	0	0	0	0	0	9	147	0	210	0	54	0	0	0	0	12	0	0	0	0	12	0	0	107	0	38	0	153	0	0	0	98	0	0	0	43	13	0	54	0	0	0	0	0	694	22	7	5	0	0	16	0	12	0	0	489	0	0	0	0	0	0
"msp_0561"	0	0	647	0	0	34	0	0	0	0	0	0	0	0	0	88	0	0	0	0	0	27	0	0	0	0	0	14	0	0	0	0	26	0	0	6	0	22	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	166	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	21	0	0	0	0	19	0	17	0	0	0	0	0	0	0	16	20	0	0	0	0	22	0	0	0	0	0	14	0	0	0
"msp_0562"	0	562	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	48	0	0	0	166	0	0	0	91	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	9	0	0	0	25	0	0	0	0	0	0
"msp_0563"	0	0	219	0	324	28	140	79	252	188	260	90	174	140	245	396	108	56	0	198	54	115	280	31	0	0	41	0	0	0	7	71	150	11	28	34	19	51	81	44	40	41	0	0	172	527	29	66	0	127	50	119	0	0	44	88	107	0	279	69	54	40	0	32	0	404	65	183	116	21	534	98	92	272	21	136	80	11	105	162	35	157	11	100	148	37	40	0	33	72	227	87	36	190	136	0	0	100	148	186	144	0	135	268	0	147	415	240	152	42	67	0	35	17	67
"msp_0565"	0	0	0	0	18	34	0	101	0	9	0	0	0	86	138	0	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	15	225	372	0	26	0	89	0	0	30	531	0	0	0	0	0	43	0	0	19	36	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0	653	18	0	23	27	0	0	0	0	0	0	46	0	0	0	38	0	33	0	0	26	0	79	0	83	0	24	13	0	0	0	0	39	154	0	0	12	0	2205	0	33	0	0	0	0
"msp_0566"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_0570"	320	0	0	0	0	0	0	0	12	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	97	0	813	0	0	0	20	0	0	0	0	0	0	59	823	0	0	0	30	21	41	0	0	0	0	964	0	629	0	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	22	0	18	40	0	0	0	0	0	0	0	46	0	0	0	0	0	4749	0	8	0	282	75	0	0	0	0	79	0	0	0	0	0	0	0	0	13	0	6	5826	0
"msp_0572"	98	3300	4942	2317	1196	652	774	191	1496	284	5307	6819	1387	1525	130	2521	1319	765	15127	116	593	949	530	200	407	868	267	59	22	20	149	688	1250	186	779	755	26	653	461	853	332	723	760	1517	2483	474	133	597	15	781	1122	1638	465	0	409	15	1508	252	1051	1833	239	451	513	794	2552	339	2317	1031	1338	727	1285	555	1381	1693	799	628	190	368	1538	600	678	913	199	668	353	577	555	293	898	1030	880	383	298	491	957	0	910	1938	742	1092	1373	0	352	2351	779	602	2715	1077	227	197	1049	0	0	457	880
"msp_0573"	4441	440	182	342	118	127	7	2877	126	0	174	0	82	0	126	10	51	107	980	65	42	95	113	145	1082	420	42	0	1063	535	20	51	783	15	6	14	160	0	0	0	8	56	202	179	457	181	40	621	246	306	92	0	630	1109	8	1442	1887	9	58	109	0	73	528	92	0	301	375	164	32	53	537	48	79	0	34	330	0	7	0	0	26	93	0	11	30	9	85	191	56	8	738	0	0	86	300	184	180	31	67	0	39	569	15	33	159	0	152	20	303	25	25	0	181	9	12
"msp_0576"	0	13	3608	8	12540	171	666	0	431	18	0	109	10	0	8	2590	3249	0	0	0	0	1425	122	0	0	0	393	8	8	0	24	187	592	0	47	18	0	49	629	0	0	0	0	0	0	0	3894	4833	0	0	135	379	0	39	42	0	337	520	1640	21	0	0	0	218	0	0	0	0	853	853	0	274	0	56	290	1457	598	0	604	47	0	0	23	34	246	76	104	86	0	173	0	451	0	0	0	0	400	0	11	91	420	14	40	223	0	0	7	679	0	226	84	55	3847	263	51
"msp_0578"	0	0	6336	0	1197	278	0	0	951	0	0	0	11	13	0	0	0	0	9	8	18	652	0	0	0	0	1749	1609	19	12	79	9	16022	2332	0	0	0	0	0	0	0	0	0	8	0	0	0	7473	0	0	695	4414	0	0	10	12	9	0	0	2324	0	274	0	21	0	0	0	0	0	333	0	0	0	134	0	0	0	0	20795	8	0	0	0	0	68	7	0	0	0	3225	0	427	0	0	0	0	0	0	3586	122	0	0	19304	0	0	39	0	0	0	454	0	0	0	0	752
"msp_0581"	0	12	4837	0	377	0	29	0	165	0	0	63	0	0	0	1612	987	102	0	3390	121	1103	0	908	0	0	77	87	0	0	8	73	128	264	84	0	0	15	1092	42	0	0	0	913	0	504	17	716	0	0	54	22	0	1488	11	0	0	0	56	778	0	56	10	5207	157	36	7411	0	0	159	37	0	0	0	0	0	0	263	197	18	74	24	51	24	35	216	0	29	32	51	151	19	77	234	0	84	9	1146	265	16	102	0	88	82	0	0	0	0	0	83	231	1531	445	30	26
"msp_0583"	0	0	0	0	0	0	89	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	745	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	39	0	103	0	0	0	0	0	0	0	0	14	0	0	20	0	6	0	0	0	0	0	0
"msp_0584"	0	0	36	12	39	0	28	0	0	23	0	22	0	265	62	58	19	131	0	0	0	47	92	0	0	0	39	13	0	0	210	0	0	14	1081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	18	0	12	0	0	0	23	22	0	15	34	0	0	0	0	0	0	0	9	66	0	0	0	0	0	26	0	0	0	0	0	28	0	0	0	28	0	0	32	109	0	0	0	0	0	25	94	0	20	0	64	13	0	35	0	0	0	0	0	0	0
"msp_0585"	0	0	61	0	29	0	0	0	0	0	0	2817	0	0	0	0	1022	0	6	0	0	0	0	0	0	0	6	235	16	8	253	0	12	40	3974	4428	0	0	0	0	0	0	0	0	0	0	0	0	0	48	9161	15	14	4910	2861	14	15	0	0	17	0	0	0	883	0	0	0	0	0	0	0	0	0	683	0	0	0	0	0	0	0	0	0	0	271	3256	0	0	0	29	0	0	22	0	0	661	0	338	0	426	0	0	1456	1007	0	422	0	0	33	0	163	0	0	0	0
"msp_0586"	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	117	0	0	0	15	46	3521	0	0	0	0	7	0	18	9	16	9	1260	9032	0	3753	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	5	0	0	0	0	0	0	0	684	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	11723	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	255	0	0	0	0	0	0	0	0	0	0	11	0
"msp_0588"	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_0591"	11	272	131	0	8	124	389	0	105	116	381	61	453	469	19	1432	749	866	1146	1259	1712	54	55	2368	468	585	179	260	0	6	160	106	0	17	17	0	0	179	452	10	30	887	1574	142	406	378	46	112	0	133	28	117	0	0	104	9	379	879	191	641	1339	1009	8	688	0	12	463	6	1039	460	357	29	0	170	0	0	103	17	9	124	40	7	29	185	60	0	30	70	145	26	0	46	471	1413	167	0	0	17	72	22	34	125	0	33	103	111	9	28	0	233	29	0	10	60	15
"msp_0592"	513	0	578	0	261	305	1717	0	1764	55	0	208	0	0	0	0	282	0	0	0	0	217	0	0	0	0	275	81	0	0	32	19	0	49	0	223	0	0	89	142	0	0	0	0	0	102	44	0	17	0	174	149	0	0	228	0	36	77	0	295	0	82	0	178	168	0	0	0	0	0	0	0	0	3660	0	0	188	0	0	27	0	0	0	380	15	694	244	24	0	0	0	0	201	0	0	114	0	230	127	141	0	0	379	484	0	463	0	0	0	241	0	264	0	16	0
"msp_0594"	0	0	0	0	0	0	0	0	3416	0	0	127	0	6660	0	1858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	458	0	0	0	0	0	0	0	0	0	0	0	0	4291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	5184	0	0	0	0	0	0	1417	0	83	0	0	0	0	0	0	0	0	0
"msp_0595"	299	0	6	0	611	0	0	0	344	84	0	22	0	0	0	0	335	0	0	0	0	130	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	19	0	0	0	0	0	0	196	0	0	20	0	0	0	0	1530	0	0	0	0	0	12	0	55	0	0	0	0	0	0	0	0	0	0	1238	0	0	0	0	16	0	0	0	0	0	43	0	0	0	21	0	0	0	0	0	0	0	0	64	29	0	51	0	29	402	226	0	40	0	0	0	0	0	0	0	0	0
"msp_0596"	0	0	291	0	83	17	1855	0	0	252	969	234	0	1192	48	0	118	0	10	10	8	246	0	0	0	0	8	204	18	7	80	16	10	71	0	1125	0	0	2701	0	0	0	0	0	0	0	179	0	0	361	9681	15	0	0	1487	10	53	0	0	0	0	6	0	534	33	0	0	0	0	0	0	0	0	957	0	0	60	0	0	742	43	0	0	0	0	1201	19	0	0	59	0	0	17	0	0	18	6513	103	75	197	130	0	194	0	0	522	0	182	0	7	0	0	0	0	0
"msp_0602c"	99	0	26	52	30	0	0	0	0	0	19	79	0	19	0	23	58	48	0	0	0	98	26	10	22	31	0	0	0	133	14	0	25	0	0	0	0	28	184	674	53	0	38	0	76	55	18	348	59	0	0	69	0	0	349	42	0	0	11	0	76	37	46	17	19	77	0	216	0	19	0	226	44	0	98	72	27	125	0	0	0	0	0	0	0	0	0	0	0	0	20	345	23	29	0	0	0	0	0	0	0	0	0	0	22	12	0	0	0	0	0	19	0	137	20
"msp_0604"	0	0	0	0	0	0	0	0	76	172	0	47	0	121	1305	0	0	38	0	0	0	26	73	75	0	0	19	0	0	0	34	0	0	11	295	11	345	0	27	285	660	121	0	72	0	0	315	10	0	0	119	0	0	110	39	76	35	9	0	294	0	81	0	27	0	0	0	0	366	0	100	0	1349	432	0	0	52	334	13	0	0	101	243	20	446	40	10	13	0	45	0	12	15	338	0	0	0	156	53	205	48	0	123	119	0	23	22	0	0	34	0	0	258	0	0
"msp_0605"	0	0	93	0	0	0	0	0	0	0	0	23	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7093	0	0	0	0	0	0	0	0	0	0	0	0
"msp_0612"	0	0	0	0	0	0	0	0	0	0	0	4859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	531	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156	0	0	3083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	0	0	0	0	0	0	0	0	0	0	9294	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	1010	0	0	0
"msp_0613"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_0615"	0	0	611	0	0	81	2220	0	167	146	0	840	0	0	1384	848	88	128	0	0	0	922	195	0	0	0	0	126	13	0	165	0	0	170	3483	58	0	0	314	0	7496	0	0	59	0	153	51	0	0	0	1678	0	0	0	1462	0	0	0	0	0	367	0	0	1247	0	0	10	0	0	0	2438	0	0	2716	0	0	0	0	0	0	0	0	0	0	1517	0	0	326	0	0	0	0	59	0	0	56	0	87	0	298	1356	0	8204	1038	0	2987	0	0	322	0	0	12	0	0	0
"msp_0619"	0	0	0	0	0	0	0	0	0	0	21	0	0	143	126	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	24	0	0	141	0	0	0	0	10	0	0	0	0	0	91	67	0	0	0	20	0	0	0	203	0	0	0	0	11	0	0	0	0	0	0	8	0	0	180	0	0	0	0	0	0	0	0	0	0	46	34	0	0	0	0	0	0	8	0	2230	0	82	1228	0	113	0	25	1041	114	0	0	250	74	0	0	24	0	0	0	0
"msp_0621"	5040	199	0	190	98	0	0	0	0	0	13	208	47	146	697	504	0	11	317	0	56	8	317	66	0	183	47	0	266	35	60	18	0	75	210	360	218	0	0	144	150	0	135	0	1455	0	0	273	0	19	0	158	0	10	0	16	1688	146	542	0	193	20	146	0	28	24	53	1893	71	11	25	256	10	0	317	86	37	0	51	78	347	251	26	30	178	199	50	24	398	515	49	49	84	54	0	166	22	415	233	97	72	832	89	886	22	30	0	696	0	88	28	28	0	11	0
"msp_0622"	0	0	134	0	159	0	12	0	186	85	512	36	0	446	0	0	0	108	0	0	0	68	244	0	0	0	28	15	0	0	22	33	355	14	156	76	74	0	456	1093	0	94	0	0	0	0	77	316	0	93	123	48	0	231	147	0	54	13	0	17	51	20	0	130	89	0	0	0	0	29	0	0	284	131	0	0	47	0	0	13	66	0	15	83	28	186	44	0	321	165	67	519	51	33	0	0	921	0	0	28	318	0	12	0	0	333	0	632	0	38	0	0	0	0	182
"msp_0623"	52	0	74	0	381	0	0	0	1200	6	4194	0	0	0	0	0	23	58	0	0	46	595	0	0	0	0	0	56	9	0	0	2172	13	356	38	1149	0	0	0	0	0	0	0	0	0	0	8	0	0	0	529	0	0	0	0	0	0	0	0	890	99	0	0	425	0	0	0	0	1017	0	0	0	0	1534	4318	0	0	0	0	0	68	40	20	0	0	47	170	0	0	0	0	0	0	0	0	639	0	0	0	0	79	0	0	1985	120	0	327	0	0	171	170	0	0	11	38
"msp_0624"	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0	0	0	0	0	0	33	0	0	0	0	0	6	0	0	0	0	0	0	452	237	0	0	14	0	0	0	0	23	0	0	7	0	0	0	13	0	0	0	114	0	24	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	2181	0	0	0	0	0	0	0	0	0	0	44	14	0	0	0	0	0	0	0	0	0	0	0	0	0	816	243	0	0	36	0	140	0	0	0	0	0	0	0	0	0
"msp_0626"	0	22	0	41	823	310	100	15	0	0	15	0	0	58	0	0	0	0	17	151	25	42	0	0	0	93	0	0	236	0	0	0	250	0	0	0	0	0	0	0	112	19	38	0	0	13	32	15	0	0	0	84	0	0	0	13	0	16	0	0	0	23	0	0	0	0	0	0	174	0	185	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_0629"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	97	0	0	0	0	0	0	0	0	0	0	0	0
"msp_0630"	0	0	0	0	0	0	0	0	0	65	57	166	0	27	59	0	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	25	532	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	304	0	14	0	0	0	0	0	15	0	0	0	0	0	0	0	191	0	0	0	0	0	9	0	0	0	0	0	0	158	0	0
"msp_0631"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_0634"	0	4572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_0635"	0	0	44	136	0	73	154	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0	97	0	0	0	0	0	479	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	164	0	0	0	0	0	0	0	0	0	0	0	0	256	0	0
"msp_0637"	0	0	0	0	0	28	0	0	58	0	0	102	0	0	0	22	0	0	0	0	305	41	0	0	0	0	0	0	0	0	0	0	0	59	0	171	0	0	0	0	2190	0	0	0	0	0	75	552	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	22	0	0	0	0	0	14	0	148	0	0	0	0	0	27	195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_0639"	0	0	11069	0	0	0	0	0	0	3987	238	0	0	0	0	0	0	0	0	0	0	2513	0	0	0	0	0	0	0	0	0	0	0	69	0	95	0	0	0	0	0	628	0	3222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0	0	76	0	212	0	81	0	0	43	30	0	0	0	0	146	0	0	0	521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2787
"msp_0643"	0	0	4373	0	883	53	0	0	0	124	0	282	0	0	0	0	0	0	0	0	0	407	0	0	0	0	966	40	0	0	23	93	0	47	0	480	0	40	105	0	125	0	0	0	0	0	0	0	0	0	561	0	0	153	244	0	0	0	0	143	0	0	0	213	0	0	0	0	0	0	0	0	0	0	0	0	153	0	0	0	26	0	11	0	522	0	12	0	204	0	203	0	0	0	0	0	0	0	0	1432	142	0	35	0	0	0	0	0	0	0	0	12	0	0	0
"msp_0648"	0	0	0	0	0	324	0	0	0	0	0	1236	0	0	54	0	0	450	0	0	0	0	0	0	0	0	477	548	0	0	0	0	0	0	3095	11	0	33	3033	20125	241	1432	0	0	0	0	0	0	0	0	0	0	0	16482	1125	0	0	0	0	0	0	0	0	10508	0	0	11	0	0	0	20	0	0	0	0	0	228	0	0	0	0	0	1678	0	0	11484	0	0	0	0	0	398	0	0	0	0	0	0	0	0	11556	0	5655	11563	0	0	0	0	0	0	0	2447	0	0	0
"msp_0650"	0	0	240	0	2829	606	45	9	0	385	0	138	12	1189	0	1277	1546	873	178	0	793	367	259	0	0	0	722	256	0	0	46	47	433	120	8	97	0	113	973	240	0	0	0	2412	0	0	286	172	0	429	305	116	0	219	73	1521	2038	0	0	393	386	133	5	794	734	2405	0	816	536	242	14	1253	9	623	1746	0	256	11	248	0	83	130	65	0	239	24	0	0	10	252	6	1062	18	0	884	1727	270	0	256	1192	311	0	0	403	0	166	762	71	150	13	0	0	694	204	30
