"MSP"	"ERS2637868"	"ERS2637867"	"ERS2637866"	"ERS2637865"	"ERS2637863"	"ERS2637861"	"ERS2637859"	"ERS2637858"	"ERS2637857"	"ERS2637856"	"ERS2637855"	"ERS2637854"	"ERS2637853"	"ERS2637852"	"ERS2637851"	"ERS2637849"	"ERS2637848"	"ERS2637847"	"ERS2637845"	"ERS2637844"	"ERS2637843"	"ERS2637842"	"ERS2637841"	"ERS2637839"	"ERS2637838"	"ERS2637837"	"ERS2637836"	"ERS2637835"	"ERS2637834"	"ERS2637833"	"ERS2637832"	"ERS2637831"	"ERS2637830"	"ERS2637829"	"ERS2637828"	"ERS2637827"	"ERS2637826"	"ERS2637825"	"ERS2637824"	"ERS2637822"	"ERS2637821"	"ERS2637820"	"ERS2637818"	"ERS2637817"	"ERS2637816"	"ERS2637815"	"ERS2637814"	"ERS2637813"	"ERS2637812"	"ERS2637811"	"ERS2637810"	"ERS2637809"	"ERS2637808"	"ERS2637807"	"ERS2637806"	"ERS2637805"	"ERS2637804"	"ERS2637803"	"ERS2637801"	"ERS2637800"	"ERS2637799"	"ERS2637798"	"ERS2637797"	"ERS2637795"	"ERS2637794"	"ERS2637792"	"ERS2637791"	"ERS2637790"	"ERS2637789"	"ERS2637788"	"ERS2637787"
"msp_0208"	1555	10002	379	1079	393	590	2325	1318	352	3601	3978	1903	3646	1670	623	880	1141	487	870	5665	7108	819	1300	7803	773	1085	6652	2029	733	1164	1374	405	1084	2012	71	452	1226	582	430	3638	324	2084	595	813	987	601	146	1729	4049	5163	1075	1218	1111	4459	337	618	337	632	6657	4867	4271	2835	649	168	656	4317	408	3728	870	267	1471
"msp_0210"	0	7510	6	0	0	0	0	0	0	0	0	0	0	0	63	0	7137	0	0	7237	23	0	0	0	0	0	0	14899	0	0	0	9730	0	0	0	0	0	0	0	0	0	0	0	0	13	0	5191	0	4414	73	0	8	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0
"msp_0213"	31	937	597	355	516	218	151	12	22	59	133	159	85	8	474	191	143	87	347	287	274	18	116	60	132	3108	39	145	0	797	134	1734	584	7378	306	62	282	185	61	91	92	27	20	0	24	19	161	90	1685	36	176	93	736	17	218	532	0	132	329	48	620	2079	12	12	851	383	195	2994	47	178	377
"msp_0214"	0	0	0	45026	0	0	0	0	0	0	0	0	9783	0	33115	0	0	0	0	0	0	0	737	0	0	0	0	107	0	0	15	0	0	85727	0	0	13	0	16696	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_0215"	0	0	0	19187	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9920	0	0	0	12211	0	5846	0	0	0	8597	14	0	0	14881	0	0	0	0	0	0	72	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_0223"	0	0	0	0	0	5	0	0	0	0	2631	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156	0	0	0	0	0	0	4195	24113	0	0	0	0	0	0	744	3488	0	0	0	0	0	0	0	0	0	0	0	861	13	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_0224"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128399	0	0	3246	0	0	0	9099	0	0	0	0	0	267	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	4229	0	0	0	0	0	0	0	0	0	0	0	0	8768	0	0	0	0	0	235	0	0	0	0	0	0	0
"msp_0225"	227	3326	941	3509	5075	1836	3141	276	29	681	152	1296	2668	1315	308	0	1243	287	633	2348	284	11496	1344	0	563	1286	3506	3818	621	791	513	2406	732	2189	4269	3585	3222	0	428	1651	530	57	502	311	0	62	2727	2677	84	928	4269	0	4278	1649	475	0	942	7173	6869	4616	357	1541	113	188	160	0	456	363	2737	15	730
"msp_0227"	287	0	0	55	23	619	0	285	0	0	2189	2246	0	129	95	0	0	5	36	0	0	771	3353	1817	1635	26	0	20201	2393	2823	4323	0	0	0	146	270	22	0	0	0	0	441	2898	752	14	8443	0	1177	0	661	0	285	0	123	14	0	861	311	374	2207	1028	0	200	17	21	8	4851	1712	60	40	150
"msp_0229"	0	0	0	8	0	0	0	0	132190	0	9	0	0	0	0	0	0	0	0	0	0	8018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	490	0	0	0	0	0	103411	0	4842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0
"msp_0230"	0	0	0	1901	2936	0	23	1071	0	0	0	1379	995	11	725	0	0	0	5083	0	1065	0	11243	0	365	75	0	708	76	1780	8856	0	54	0	0	9517	17054	29	140	1319	739	0	0	952	0	195	0	0	1184	0	3038	0	0	4212	0	88	0	35	551	688	0	1509	574	55	18	42	9584	0	1450	1298	0
"msp_0232"	0	594	0	19	0	0	0	0	0	0	0	0	0	0	0	0	1512	0	23	91	19	0	0	1307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0
"msp_0234"	0	0	0	0	1091	0	352	0	0	0	0	0	0	20	0	0	0	1092	0	0	0	0	18	0	0	30	0	0	0	0	0	24	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	330	0	0	0	1395	0	0	0	0	0	4	0	0	198	2093	0	0	0	0	101	0	0
"msp_0236"	210	1001	653	2493	0	1138	1339	50	94	2615	6485	0	0	1045	491	1463	1833	5	747	958	0	180	1063	41	1824	219	2565	11211	183	6015	0	919	1208	0	105	98	448	0	1717	0	5025	1251	1269	369	1685	216	0	2540	1548	1682	117	892	692	4893	1720	140	200	9	465	622	18	4389	361	62	22	3123	2319	0	59	173	278
"msp_0237"	0	0	0	0	0	0	0	0	34	0	1181	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	34	136	0	0	0	0	0	204	0	0	0	0	0	262	0	110	0	331	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	395	4	0	0	115	0	0	4706	0
"msp_0238"	0	0	0	0	0	5	7678	1559	0	0	1620	140	0	372	0	0	0	333	0	0	0	0	521	0	0	65	0	0	13	824	0	0	0	0	2772	0	2480	0	0	0	0	510	605	0	0	0	0	3223	0	522	406	69	0	33	0	0	0	0	42	5639	0	0	156	64	30	0	865	0	292	583	0
"msp_0239"	0	0	0	0	0	0	0	0	0	0	0	0	516	0	0	0	0	0	0	0	0	0	0	0	2443	0	33	0	0	0	482	0	0	6280	0	0	0	0	2893	0	0	0	33	0	0	0	0	0	27	0	0	9	0	0	3797	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_0242"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_0243"	0	0	6	0	0	2421	184	0	244	0	10	0	137	0	0	0	0	0	0	0	0	590	1828	0	342	0	0	0	0	0	38	0	0	0	589	108	0	110	0	0	0	0	0	0	22	0	1423	0	0	0	0	0	1298	0	0	0	18	0	0	538	0	0	0	29	0	12	479	0	0	0	0
"msp_0244"	266	0	142	0	192	44	0	222	18	190	21	587	3721	2531	70	494	709	0	7	19	0	13	2770	0	31	272	234	547	37	0	5	0	115	729	633	0	30	41	0	0	136	14	181	379	0	224	42	111	0	625	892	56	67	229	0	0	21	0	245	0	809	2188	132	0	315	261	17	1355	111	0	47
"msp_0246"	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	37	185	0	0	0	0	0	957	53	196	0	0	0	0	30	0	0	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	417	0	0	0	0	0	0	0
"msp_0247"	172	0	0	0	30	0	0	0	0	0	0	75	0	1213	0	0	0	0	0	0	0	0	249	0	0	0	0	0	0	0	0	0	0	44	0	0	65	0	0	0	0	0	13137	0	1398	0	0	0	10	19	0	0	0	242	0	0	0	5654	0	435	0	0	0	0	0	0	0	0	0	515	0
"msp_0249"	17	293	0	232	454	26	126	37	27	0	436	277	574	37	0	0	100	648	17	464	26	786	1067	558	7	112	93	83	22	9	103	10	98	134	1290	556	12	98	0	124	164	596	0	29	0	209	546	136	69	188	76	77	63	20	48	1095	0	98	148	97	1951	393	40	118	0	0	154	102	135	1130	0
"msp_0250"	1439	1094	7004	292	0	1363	9206	71	356	1100	29	5361	0	321	3359	8445	0	0	2387	9302	0	2675	10989	1564	2940	122	4685	6171	225	0	18873	16708	2332	2440	414	0	9686	2280	4919	2663	2066	62	3049	8659	0	102	583	4760	8243	4621	4502	9250	1351	1227	940	17	972	53	183	0	0	1844	3004	322	438	4528	7992	0	0	696	0
"msp_0254"	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146	0	0	23	0	0	0	0	0	0	0	0	0	426	0	0	0	49	0	0	0	0	0	0	0	0	0	0	508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	212	0	0	63
"msp_0258"	1204	1524	0	905	3772	0	74	1456	803	500	879	928	0	947	510	7	3825	344	7458	3225	4190	830	491	98	174	12561	1166	276	13	0	671	1676	4195	12	685	0	1833	0	0	418	0	24	0	1491	0	21	0	819	1014	573	296	20	18	0	2694	10	0	2056	1612	0	1513	1680	2422	0	34448	2578	0	0	745	14	1898
"msp_0259"	587	352	23105	4164	448	1190	1818	2381	424	6916	5589	1693	4731	1786	1858	2390	0	2758	1982	0	6690	2545	3179	3401	9044	4798	3599	3007	315	5612	2002	15278	40	5885	450	1854	2864	1991	8750	5111	9607	12241	1935	2502	1772	1950	1034	4256	6359	2880	2917	4501	9264	4456	11247	14653	2255	1967	4828	1551	56	10678	2446	133	5557	3850	4938	4654	1501	566	1704
"msp_0260"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	553	0	0	0	0	0	0	0	0	0	0	0	34910	0	0	43	0	0	0	0	0	30807	0	6846	0	0	0	0	0	0	0	0	0	0	0	0	7045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_0262"	9433	0	10	0	0	4617	0	0	1313	0	12	0	3931	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	1782	40	0	356	0	0	356	6799	0	599	0	0	1856	13	0	0	375	0	100	583	8093	0	0	0	3410	0	0	0	0	0	0	3792	38	9058	7195	15346
"msp_0263"	8384	34	0	29824	47702	42	15182	0	13593	64305	18481	881	0	13508	4353	281	0	0	8174	10812	2871	1097	2769	9572	25691	7331	14708	0	0	7376	0	0	100817	16	8458	7637	160	671	0	0	948	6476	19897	527	2875	7598	0	42449	601	4174	7549	577	312	9	10134	16	35976	2674	535	319	2989	10	0	382	321	432	1644	15	1516	30377	7995
"msp_0265"	751	0	25	0	0	11186	0	46692	16	0	18400	0	9091	11695	0	54	0	0	0	0	0	3253	0	0	685	0	0	30	101	0	0	0	0	0	3067	25519	106	0	0	1249	0	2457	4378	0	21	10926	21180	0	0	0	26958	1905	0	547	137	0	0	79	0	0	0	0	0	0	0	0	0	0	21270	72976	0
"msp_0269"	0	0	0	0	0	0	0	0	0	0	0	1212	0	0	0	0	0	0	0	0	0	1508	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	556	0	198	53	0	0	0	0	0	0	0	0	402	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	1248	0
"msp_0270"	443	6993	0	0	1928	0	359	1630	0	0	1012	1106	0	0	0	0	542	0	5322	919	0	0	1277	1307	0	0	1053	0	39	2170	2811	38	891	0	0	725	0	0	0	2240	123	0	0	0	0	479	0	0	529	0	538	8	0	276	0	0	0	0	9058	887	0	0	466	13	0	0	1261	0	1460	1271	0
"msp_0271"	0	13	0	0	0	0	533	0	811	0	0	20301	0	23279	10331	48	0	13167	0	0	29082	0	0	39652	68	99	74	59189	0	0	3368	0	21921	0	0	0	14	25018	64	0	19597	0	11	0	226	0	0	0	36	0	0	48	68	0	5504	13	15607	0	0	0	0	0	0	0	0	33593	0	9	10728	16948	0
"msp_0274"	0	100	439	531	0	0	0	0	0	0	0	0	0	0	0	13	44	0	37	124	0	0	0	0	0	0	0	0	0	0	229	571	0	147	0	0	0	0	22	110	0	0	0	0	0	0	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	7	0	0	14	0	0	0
"msp_0277"	6104	0	11	0	0	5220	0	0	0	0	58	0	0	534	0	0	0	0	0	0	0	0	0	3292	6	2716	25	0	0	15280	0	0	964	0	332	0	0	0	0	0	26	0	969	10076	119	4183	4628	18964	0	0	1829	496	0	2649	0	496	0	0	0	0	56	13230	4464	0	0	0	0	0	0	0	3128
"msp_0278"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	225	0	0	24	0	0	0
"msp_0279"	0	0	0	0	3399	0	207	61	6	0	0	0	0	86	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	280	0	0	0	0	0	0	0	0	0	863	0	0	0	0	0	0	0
"msp_0280"	0	0	0	0	0	0	0	4372	5119	0	0	665	0	0	18	0	0	72	0	0	1148	0	0	0	0	0	16	3838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1377	0	0	9100	0	0	0	0	0	751	0	581	0	0	0	15	2877	0	0	0	0	0	0	2052	7534	0
"msp_0281"	0	0	0	14021	11	0	0	0	0	31523	0	0	623	0	15498	0	0	6	0	0	0	5475	0	0	0	0	0	41	0	0	0	0	0	22	0	86	54	0	0	0	0	0	10767	0	63731	5380	0	0	0	0	257	0	0	0	0	68463	0	3434	177	0	0	0	0	2830	0	0	0	323	870	0	0
"msp_0282"	0	0	0	0	0	0	0	0	10584	0	0	0	2089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1155	0	0	0	0	0	0	0	0	2950	0	0	0	0	0	0	1938	0	35	0	0	0	0	5	0	0	0	0	0	0	0
"msp_0285"	0	0	0	4081	8534	18	3230	4195	15556	0	9517	0	6752	27	1642	0	11	1109	0	7972	0	3543	4971	0	19003	21	18089	33	0	0	1006	0	18	20874	8694	22736	71	561	8034	7320	3328	13978	5136	296	22739	2289	1653	0	80	6164	0	4816	9942	0	9790	19	0	7053	11103	16991	1296	0	0	0	0	0	0	0	0	60	1298
"msp_0287"	0	0	353	4121	1000	340	0	0	0	0	0	354	244	0	164	0	626	11	0	1209	29	0	159	0	35	16	798	637	0	0	19	0	63	0	0	2194	1013	368	76	1027	141	380	0	46	0	31	1289	483	107	21	0	496	3664	374	548	0	0	9	5587	4	481	387	64	0	0	0	81	0	154	9	715
"msp_0288"	0	0	1672	0	0	0	507	0	14	0	0	0	0	0	5328	0	0	0	0	0	0	18	0	0	0	23541	0	0	0	2328	0	0	129	0	0	0	0	0	0	0	0	175	0	0	0	56	0	0	0	2427	12634	0	0	0	0	0	0	0	0	67	36	0	0	32	0	0	0	0	0	0	0
"msp_0290"	10	54567	512	0	0	221866	12769	0	0	0	781	0	0	10	0	38	180	0	0	3188	0	0	1055	0	0	123	0	0	0	9	0	0	11467	0	222	154	0	0	0	0	0	0	0	0	7	0	0	15	0	0	0	51	50	352	0	0	28	0	0	0	0	0	2700	0	0	0	0	0	74748	0	0
"msp_0291"	808	0	956	0	1225	606	2024	3292	2209	0	817	568	2831	1481	542	2989	60	8089	0	37	1593	6004	3064	956	1422	49	3124	1501	2346	36	2700	26	6020	1808	6627	5176	5385	11	0	0	2162	4749	3107	1307	2066	2107	0	1954	33	321	4300	3007	1017	4034	4399	4178	1226	231	1428	0	1885	3027	446	10871	1004	1191	2587	490	885	9094	410
"msp_0296"	126	2720	0	357	20	44	2130	1264	462	0	1944	376	7990	7864	0	0	846	17	10	507	0	10123	769	2946	7	41	3595	37	452	502	5004	0	58	0	799	3990	100	0	20	7030	10	456	2387	1155	1218	882	5257	481	30	1278	294	496	699	781	13	1839	1023	756	0	1311	586	1636	2028	2183	0	0	2225	9	34	157	19
"msp_0297"	0	0	0	57	266	0	142	0	17	0	43	0	0	28	0	0	21	6	885	115	23	0	0	273	0	0	18	0	0	0	0	12	41	0	0	0	20	0	0	890	0	0	0	0	0	16	0	0	0	41	0	0	0	0	14	0	0	19	0	22	0	0	53	22	0	0	123	0	0	0	0
"msp_0298"	0	0	0	0	279	0	0	105	1144	0	63	0	0	0	0	0	0	4885	0	0	0	4046	720	7066	12	0	1302	0	0	0	80	0	0	14	0	0	0	0	0	0	0	1625	237	194	243	740	0	0	0	1378	0	109	0	102	0	0	105	1778	2777	0	0	0	89	4195	0	0	278	0	1149	0	0
"msp_0299"	591	0	4605	0	55	270	0	514	146	722	1741	723	1071	951	824	0	65	4	1139	3459	925	104	0	352	1806	3506	878	1420	275	40	0	0	9	0	316	0	855	1341	1974	2053	1167	1259	635	513	102	202	693	2494	8	8	659	525	4090	502	797	2927	243	131	542	319	13	2173	1137	98	841	2614	1803	10	115	55	2160
"msp_0301"	5036	0	4397	8003	2904	17404	5190	16302	10429	57183	2210	17400	12592	14702	26360	9559	0	4738	5409	0	20036	8980	24787	25455	12253	9583	24620	13580	581	9249	2618	3082	6218	34331	21807	2902	25391	14659	15966	8064	13003	4998	3296	7209	14822	2866	7481	17381	18525	8682	22063	12776	20713	388	13232	623	3828	1963	464	634	25	3391	1901	173	282	6275	15998	5103	18974	8490	56497
"msp_0302"	0	9	0	0	0	0	0	69	0	0	0	0	0	798	0	0	0	0	0	0	0	0	0	0	0	0	386	0	12649	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	360	0	0	0	24	0	0	56	0	11296	0	0	0	0	0	0	98	0	0	0	0	0	0	0
"msp_0303"	13	199	0	74	222	0	11181	10	112	0	12	0	546	902	0	0	29	351	0	39	0	0	263	23488	45	93	104	12	0	644	159	10	133	0	0	1621	76	0	0	4769	0	0	0	25	0	25	228	0	0	4957	0	0	0	180	19	0	0	0	518	7364	0	46	0	12	0	0	727	0	0	225	0
"msp_0305"	0	0	0	0	0	0	0	0	7	0	0	3984	0	0	0	0	0	0	0	0	0	0	0	0	0	1302	0	0	0	0	1352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1893	1653	0	0	1030	0	0	0	0	0	0	0	0	0	0	0	0	5341	0	0	0	1753	139	0	0	0
"msp_0306"	709	0	0	0	0	11	1840	11966	5523	0	5234	4630	17088	4431	505	6	0	65994	0	0	0	2583	0	0	0	437	4829	3338	724	2148	0	209	2681	282	45	25352	46	44	14	8	1502	19257	36	8338	327	0	0	0	3513	8081	4881	257	16	3885	17514	0	875	39374	0	27086	58	17414	0	272	7	0	2805	8	614	3590	0
"msp_0307"	4566	4184	437	24	421	1450	3866	2800	1089	3315	4214	1011	0	507	1986	19	32	18	1280	1289	0	6157	2977	849	8145	1351	2594	4578	21	4581	2112	0	5343	3469	187	2003	1044	2439	6556	7626	3532	2537	5776	2088	11079	306	0	3588	3068	741	753	1973	1430	5155	6237	23003	2717	1808	19	6564	4359	0	1303	121	7748	5158	8549	131	904	109	3091
"msp_0308"	68	26	516	127	0	93	13	0	0	0	0	0	0	0	0	0	40	0	382	26	0	0	0	30	0	33	0	0	0	5	0	160	749	604	0	0	191	20	112	422	24	0	0	0	0	0	0	0	17	0	37	0	198	0	0	0	0	0	113	0	131	39	0	0	0	36	0	0	0	0	0
"msp_0312"	1454	0	14	0	10931	1646	10018	4494	341	0	374	583	0	465	47	10	2134	24537	0	0	0	2443	9270	0	32	92	566	276	84	2025	246	0	1107	60	0	2075	25	93	0	0	11	2124	37	359	1248	7553	0	0	43	3423	408	23	4880	13594	4855	0	927	7959	0	4175	57	489	1840	744	0	24	428	0	21867	2172	0
"msp_0314"	22	142	0	1975	1749	16	2492	91	64	0	16	121	652	57	0	0	66	2988	2471	159	56	0	65	1510	6	23	748	0	0	1441	362	59	204	519	0	835	45	0	0	903	0	0	0	0	0	449	42	19	331	4707	53	0	157	418	37	4107	0	0	0	6347	102	170	0	441	0	0	207	40	17	32	0
"msp_0315"	14	1046	0	0	1360	85	69	79	0	18	132	87	0	9	0	91	624	280	1046	857	397	212	183	459	0	559	100	96	0	89	872	279	1018	0	27	0	421	64	0	174	61	40	14	0	0	19	292	112	68	50	0	0	318	125	61	0	0	27	1619	126	148	284	73	127	153	41	118	0	0	0	40
"msp_0317"	0	9	0	1448	798	0	291	47	28	0	0	480	344	57	0	0	144	162	0	443	80	0	16	5386	8	0	92	0	0	41	157	14	283	0	0	62	0	0	0	83	0	0	0	0	0	0	0	13	389	258	0	0	0	29	30	0	0	0	0	1051	60	0	0	720	0	0	0	0	22	0	0
"msp_0318"	0	62	12	1418	2134	0	0	0	0	0	190	63	40	11	274	49	458	50	0	0	1070	0	110	0	17	215	365	0	28	409	191	474	226	0	0	902	0	0	26	0	41	655	0	0	0	16	0	30	11	67	172	27	0	118	0	0	0	333	916	493	395	526	63	54	28	0	161	0	0	0	0
"msp_0319"	0	0	0	0	0	0	0	1865	0	0	892	0	0	23	0	0	33	0	0	0	0	16131	0	0	0	0	0	0	858	0	113	0	10	0	0	0	0	0	0	0	0	4127	757	0	72	0	0	0	0	0	2642	0	0	1314	21	0	949	0	0	0	5282	0	0	5	0	0	0	0	28	0	0
"msp_0322"	0	0	0	0	0	0	0	1683	1216	0	0	0	0	0	0	0	0	0	0	0	0	6362	0	0	0	36	0	0	0	0	153	0	161	0	0	0	0	0	0	0	0	0	0	0	0	0	508	0	45	0	0	0	0	0	4723	40636	0	0	0	0	0	0	0	8038	0	0	6999	252	0	18	0
"msp_0324"	0	444	187	0	1799	0	0	0	0	0	0	0	0	0	102	0	0	27	0	0	42	0	423	0	0	0	0	0	0	261	658	0	23	0	0	0	0	0	0	0	0	0	0	0	0	299	0	0	194	124	0	0	0	56	83	0	0	0	0	0	171	288	417	0	0	0	0	0	171	0	0
"msp_0325"	0	0	0	0	0	0	0	8	0	5059	0	0	0	595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1037	0	0	0	187	0	0	6019	3339	0	0	0	8	0	0	578	0	0	0	0	0	0	9661	0	0	0	0	0	0	11	257	0	0	0	0	344	0	2263	0	0	0	0	0
"msp_0331"	886	1576	2882	3031	1315	1557	478	439	566	190	498	398	528	154	801	677	1329	503	2076	404	3265	72	364	724	158	11022	1353	228	45	3318	699	1251	541	6405	753	255	2748	833	1059	944	186	19	80	87	12	349	1222	453	1882	46	1057	76	2782	583	2123	734	44	898	1796	42	1577	6222	82	0	176	257	493	1618	521	159	330
"msp_0334"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	184	0	0	0	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0
"msp_0335"	0	0	3544	790	0	0	0	35	0	0	118	0	0	0	369	0	0	0	0	339	96	0	0	0	0	0	146	0	0	13124	1862	0	0	0	2105	340	0	0	0	370	213	472	0	131	0	0	911	0	0	0	479	0	0	0	0	0	0	0	0	0	0	0	0	0	321	0	0	0	6	0	0
"msp_0337"	129	590	1941	75	0	21	0	30	131	392	27	136	591	158	47	47	1132	111	704	0	100	2894	1981	467	17	0	836	0	175	85	68	277	785	184	0	0	0	348	133	0	502	78	1997	1403	650	716	482	511	0	7	19	49	348	284	153	2657	108	139	0	1313	0	1106	162	21	50	1091	102	17	61	0	15
"msp_0340"	21	184	43	141	66	26	186	179	38	43	62	41	101	1009	30	44	199	615	259	173	1152	23	159	130	12	164	75	112	1124	94	367	137	202	218	103	227	78	595	101	1797	66	39	88	634	75	61	126	608	220	119	39	31	87	60	215	4246	11	35	151	100	37	315	23	70	0	0	117	224	33	150	56
"msp_0341"	0	0	0	0	0	17	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	133	0	0	0	0	33	0	0	0	0	0	0	0	1215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	153	9	0	0	0	0	38	0
"msp_0342"	0	2583	0	548	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	187	0	4882	0	0	0	0	338	0	0	69	0	0	0	0	0	14	0	0	0	0	0	0	242	0	0	0	0	0	0	0	0	0	0	0	248	0	0	0	0	0	0	157	0	0	0	0	0
"msp_0345"	0	0	0	0	0	0	0	7684	40	0	0	0	0	0	0	0	0	0	0	0	0	0	19012	0	0	0	0	0	5184	0	1738	0	4047	0	94411	1842	0	0	0	0	0	0	0	0	0	7995	0	0	0	2922	0	16	68	1037	20	0	659	109	0	0	0	0	6688	0	0	62	21	0	0	29	0
"msp_0346"	2074	2448	6271	1444	3232	1858	0	6239	2587	3543	3342	526	1115	604	3016	24	5453	38	859	2161	2582	406	656	2618	2142	13543	2519	815	941	1535	0	3087	8903	7615	2551	3257	3341	7350	1381	0	3945	82	1015	1107	23	1499	1485	3150	39	547	6465	2310	37	671	3499	886	439	1508	178	407	1896	4586	1356	30	16793	4308	1037	1727	1769	1480	8605
"msp_0347"	0	0	0	9	0	43	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	15	0	0	0	0	0	125	0	0	0	0	0	0	0	0	0	0	409	13	0	0	0	15	0	0	0	0	0	498	0	0	0	0	0	0	0	0	0	0	0	0	2458	0	0	0	0	0	0
"msp_0348"	0	0	0	0	0	0	0	2914	1828	0	0	0	0	0	0	0	0	0	0	0	0	1637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	1356	224	715	377	0	0	0	0	1141	1654	485	0	843	0	0	467	0	0	0	0	0	869	2138	0	0	785	0	313	0	0
"msp_0350"	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_0352"	2342	0	14	4582	0	4455	16522	0	137	0	25	0	0	0	0	0	0	32	0	0	0	0	577	20	0	3071	0	0	0	0	4225	0	0	0	0	0	0	0	0	0	0	0	1887	2443	202	0	0	0	0	0	7226	0	5828	0	0	926	810	0	0	12403	26	0	0	4296	0	0	1131	0	0	0	0
"msp_0353"	0	167	0	0	100	0	8	2074	0	0	74	155	0	134	0	0	189	1369	411	181	222	266	30	250	7	24	1148	57	289	0	13	0	273	0	3193	21	273	132	0	82	334	211	0	0	0	96	713	164	650	124	0	657	107	122	60	0	0	334	3027	0	1248	53	618	13	0	0	104	0	219	875	0
"msp_0356"	747	1009	94	10767	10897	917	1277	1650	441	1074	3188	4383	1643	292	272	0	3977	2867	3495	2620	0	421	1000	11985	176	820	4006	2651	257	3752	264	2000	1534	0	10264	4833	693	478	19	1643	763	1744	256	357	82	828	2174	230	1124	166	5937	1467	2814	1839	2831	636	224	657	2233	254	6497	3770	177	9806	126	77	1388	0	3929	2117	89
"msp_0357"	342	0	0	3110	2159	0	0	0	1868	126	271	0	0	0	980	0	2864	0	0	1839	951	0	0	0	121	0	0	0	0	2754	0	0	0	0	0	0	456	0	0	5097	0	0	0	0	0	0	0	0	11	0	1831	675	0	0	1287	0	0	0	0	0	0	0	0	0	0	312	0	180	110	185	0
